name,telephone,image,street_address,city,state,postal_code,country,full_address,latitude,longitude,area_served,facebook,twitter,linkedin,website,houzz_profile,category
The Red Canvas Interiors,075666 17921,https://st.hzcdn.com/simgs/e0e34ce30a72b363_0-0290/_.jpg,S-63 New Kushal nagar near Hanuman Mandir Gandhi ,Gwalior,Madhya Pradesh,474002,IN,"S-63 New Kushal nagar near Hanuman Mandir Gandhi , Gwalior, Madhya Pradesh, 474002",26.2244,78.1889,500009,,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/the-red-canvas-interiors-pfvwin-pf~2083471857,interior-designers
Home Center Interiors - Interior designers,094955 43200,https://st.hzcdn.com/simgs/c63385b10c176b34_0-8645/_.jpg,"Homecenter, Near Traffic Signal, Kanjikuzhy Kottayam, Kerala MC Road, Kumaranalloor Kottayam, Kerala",Kottayam,Kerala,688539,IN,"Homecenter, Near Traffic Signal, Kanjikuzhy Kottayam, Kerala MC Road, Kumaranalloor Kottayam, Kerala, Kottayam, Kerala, 688539",9.6682,76.3284,500009,https://www.facebook.com/thehomecenterinteriors,https://twitter.com/aidahomecenter,https://www.linkedin.com/company/35464589/admin/,http://www.aidahomecenter.com,https://www.houzz.in/professionals/interior-designers-and-decorators/home-center-interiors-interior-designers-pfvwin-pf~1353843987,interior-designers
The Designer Dome,099776 85858,https://st.hzcdn.com/simgs/37633389047f8b8f_0-0463/_.jpg,"10A sheetal nagar, above JMC blue hotel near radisson hotel",indore,Madhya Pradesh,452010,IN,"10A sheetal nagar, above JMC blue hotel near radisson hotel, indore, Madhya Pradesh, 452010",22.7796,75.8924,500009,,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/the-designer-dome-pfvwin-pf~474540061,interior-designers
Tapur Chatterji - Design & Decor,098200 73547,https://st.hzcdn.com/simgs/236363350b339ea9_0-1854/_.jpg, ,Mumbai,Maharashtra,400050,IN," , Mumbai, Maharashtra, 400050",19.0555,72.8295,500009,,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/tapur-chatterji-design-and-decor-pfvwin-pf~221266057,interior-designers
bear spaces & co,36242657,https://st.hzcdn.com/simgs/092331250225e7e7_0-4660/_.jpg,"Juhu, gulmohar road no.5, vile parle (w) ",Mumbai,Maharashtra,400049,IN,"Juhu, gulmohar road no.5, vile parle (w) , Mumbai, Maharashtra, 400049",19.1008,72.8294,500009,,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/bear-spaces-and-co-pfvwin-pf~1514435750,interior-designers
PopCouch Interiors,081848 72200,https://st.hzcdn.com/simgs/82c3ab6501b88f35_0-5249/_.jpg,"H1212, Rainbow Vistas Rock Garden, IDL Access Road, Moosapet",Hyderabad,Telangana,500018,IN,"H1212, Rainbow Vistas Rock Garden, IDL Access Road, Moosapet, Hyderabad, Telangana, 500018",17.4603,78.4261,500009,,,https://in.linkedin.com/company/pop-couch,https://www.instagram.com/popcouch_interior/,https://www.houzz.in/professionals/interior-designers-and-decorators/popcouch-interiors-pfvwin-pf~1958914321,interior-designers
NICARA,091007 44373,https://st.hzcdn.com/simgs/6a13ba7106b74629_0-7158/_.jpg,"1st floor, Mahaveer radiance, metro pillar-1708,madhapur ",hyderabad,Telangana,500033,IN,"1st floor, Mahaveer radiance, metro pillar-1708,madhapur , hyderabad, Telangana, 500033",17.4303,78.4102,500009,,,,,https://www.houzz.in/hznb/professionals/interior-designers-and-decorators/nicara-pfvwin-pf~1330663600,interior-designers
Shipra Jain Homes,095604 61188,https://st.hzcdn.com/simgs/ac13fcf301c2d69b_0-8400/_.jpg,Sector 71 ,Noida,Uttar Pradesh,201301,IN,"Sector 71 , Noida, Uttar Pradesh, 201301",28.5823,77.3223,500009,https://www.facebook.com/share/954yZu4KQsXSUVdb/?mibextid=LQQJ4d,,https://www.linkedin.com/company/shipra-jain-homes,https://www.instagram.com/shipra.jain.homes/profilecard/?igsh=a20wZ2x6MjNzM3o1,https://www.houzz.in/hznb/professionals/interior-designers-and-decorators/shipra-jain-homes-pfvwus-pf~2080779221,interior-designers
ZERO9,096196 56709,https://st.hzcdn.com/simgs/b4a35b1f038b6794_0-0434/_.jpg,"1/65, Om Heera Panna Mall, New Link Road, Oshiwara. Andheri W ",Mumbai,Maharashtra,400053,IN,"1/65, Om Heera Panna Mall, New Link Road, Oshiwara. Andheri W , Mumbai, Maharashtra, 400053",19.1334,72.8319,500009,www.facebook.com/zero9.in,,,www.zero9.in,https://www.houzz.in/hznb/professionals/interior-designers-and-decorators/zero9-pfvwus-pf~1670335830,interior-designers
Reema Pathak,,https://st.hzcdn.com/simgs/64f3ab0b0768fd73_0-9829/_.jpg, ,,,,IN, ,,,500009,,,,,https://www.houzz.in/hznb/professionals/interior-designers-and-decorators/reema-pathak-pfvwin-pf~629167949,interior-designers
Homes Under Budget - HUB,088988 91117,https://st.hzcdn.com/simgs/fa438d890cf8fb8a_0-8469/_.jpg,"Brightside Innotech LLP, #153, 1st Main, 2nd Cross, Unity Enclave, Geddalahalli, Bangalore - 560077",Bangalore,Karnataka,560077,IN,"Brightside Innotech LLP, #153, 1st Main, 2nd Cross, Unity Enclave, Geddalahalli, Bangalore - 560077, Bangalore, Karnataka, 560077",13.0702,77.6575,500009,https://www.facebook.com/HomesUnderBudget/,https://twitter.com/Homeunderbudget,https://www.linkedin.com/company/hubinterior/,https://hubinterior.com/,https://www.houzz.in/professionals/interior-designers-and-decorators/homes-under-budget-hub-pfvwin-pf~976538318,interior-designers
Atish Lahoti,099601 71001,https://st.hzcdn.com/simgs/c5d3fd9e0e57a5ed_0-2535/_.jpg,"Ground Floor, Sukhrup Bungalow, Mukundnagar, Swargate ",Pune,Maharashtra,411037,IN,"Ground Floor, Sukhrup Bungalow, Mukundnagar, Swargate , Pune, Maharashtra, 411037",18.4806,73.8707,500009,,,,,https://www.houzz.in/hznb/professionals/interior-designers-and-decorators/atish-lahoti-pfvwus-pf~976807602,interior-designers
Ekta Khanna Design Studio,098119 91129,https://st.hzcdn.com/simgs/31f3b5940e11ca95_0-4277/_.jpg,"23, 2nd Floor, Basant Lok Market Vasant Vihar",New Delhi,Delhi,110057,IN,"23, 2nd Floor, Basant Lok Market Vasant Vihar, New Delhi, Delhi, 110057",28.5612,77.1596,500009,,,,,https://www.houzz.in/hznb/professionals/interior-designers-and-decorators/ekta-khanna-design-studio-pfvwus-pf~377962448,interior-designers
SNSofDESIGN,099954 12611,https://st.hzcdn.com/simgs/f243336602e7162b_0-0479/_.jpg, ,KOCHI,Kerala,682020,IN," , KOCHI, Kerala, 682020",9.9769,76.3048,500009,www.facebook.com/snsofdesign,,www.linkedin.com/snsofdesign,www.snsofdesign.com,https://www.houzz.in/hznb/professionals/interior-designers-and-decorators/snsofdesign-pfvwus-pf~915066616,interior-designers
Rebel Designs,091376 56067,https://st.hzcdn.com/simgs/d75352e40ceb6ebb_0-7428/_.jpg,"Godrej & Boyce, Gate No 2, Plant No. 6, LBS Marg,, Opposite Vikhroli Bus Depot, Vikhroli West, Mumbai, Maharashtra 400079 ",Mumbai,Maharashtra,400079,IN,"Godrej & Boyce, Gate No 2, Plant No. 6, LBS Marg,, Opposite Vikhroli Bus Depot, Vikhroli West, Mumbai, Maharashtra 400079 , Mumbai, Maharashtra, 400079",19.1003,72.92,500009,https://www.facebook.com/rebeldesigns1,,,www.rebeldesigns.in,https://www.houzz.in/professionals/interior-designers-and-decorators/rebel-designs-pfvwin-pf~506789820,interior-designers
RonDesigns,098219 18030,https://st.hzcdn.com/simgs/d033240c0415806e_0-0734/_.jpg,Pandurang Budhkar Marg Lower Parel,Mumbai,Maharashtra,400018,IN,"Pandurang Budhkar Marg Lower Parel, Mumbai, Maharashtra, 400018",,,500009,,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/rondesigns-pfvwin-pf~1456059616,interior-designers
Dream Home Interiors,081686 72138,https://st.hzcdn.com/simgs/ac9334e400acd321_0-8645/_.jpg,Shop No. 3 -SS Plaza Camp chowk Hisar ,Hisar,,125001,IN,"Shop No. 3 -SS Plaza Camp chowk Hisar , Hisar, 125001",29.1588,75.7236,500009,,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/dream-home-interiors-pfvwin-pf~436385418,interior-designers
Aakruti Design,022 2892 5301,https://st.hzcdn.com/simgs/b0c3e20d08398b56_0-6232/_.jpg,Borivali West ,Mumbai,Maharashtra,400092,IN,"Borivali West , Mumbai, Maharashtra, 400092",,,500009,,,,,https://www.houzz.in/hznb/professionals/interior-designers-and-decorators/aakruti-design-pfvwus-pf~2049058698,interior-designers
Studio Ibis,072258 77632,https://st.hzcdn.com/simgs/c823dc8f00cf4e87_0-9431/_.jpg,208 Manekbagh ,Ahmedabad,Gujarat,380007,IN,"208 Manekbagh , Ahmedabad, Gujarat, 380007",,,500009,,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/studio-ibis-pfvwin-pf~61179162,interior-designers
Tanvi Gupta designs,097110 72186,https://st.hzcdn.com/simgs/df63c70b0e172b64_0-1581/_.jpg,"House no 13, Road no 48, West punjabi bagh ",New Delhi,Delhi,110026,IN,"House no 13, Road no 48, West punjabi bagh , New Delhi, Delhi, 110026",28.6688,77.1386,500009,,,,,https://www.houzz.in/hznb/professionals/interior-designers-and-decorators/tanvi-gupta-designs-pfvwus-pf~1740221692,interior-designers
Papersky Studio,098206 18248,https://st.hzcdn.com/simgs/dc53fbba08cf6ff3_0-5365/_.jpg,Juhu ,Mumbai,Maharashtra,400049,IN,"Juhu , Mumbai, Maharashtra, 400049",19.1008,72.8294,500009,,,,,https://www.houzz.in/hznb/professionals/interior-designers-and-decorators/papersky-studio-pfvwus-pf~2114182300,interior-designers
NIMIT ARORA,078408 77652,https://st.hzcdn.com/simgs/a1d3277d06154d1b_0-6922/_.jpg,"Arya nagar haridwar , Uttrakhand ",Haridwar,Uttarakhand,249407,IN,"Arya nagar haridwar , Uttrakhand , Haridwar, Uttarakhand, 249407",29.9212,78.0957,500009,,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/nimit-arora-pfvwin-pf~1864095656,interior-designers
Maha-Putra Planners,090004 47342,https://st.hzcdn.com/simgs/1213466f0c53ead4_0-0949/_.jpg,SheelaNagar Near Ayyappaswami temple,Visakhapatnam,Andhra Pradesh,530016,IN,"SheelaNagar Near Ayyappaswami temple, Visakhapatnam, Andhra Pradesh, 530016",17.7326,83.3054,500009,,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/maha-putra-planners-pfvwin-pf~1890934687,interior-designers
Dee & Co Interior Design Studio,088827 52574,https://st.hzcdn.com/simgs/4c53f4190e8d6c81_0-2335/_.jpg,"Ashirwad Enclave, Ballupur ",Dehradun,Uttarakhand,248001,IN,"Ashirwad Enclave, Ballupur , Dehradun, Uttarakhand, 248001",30.3243,78.0492,500009,,,,www.deeandco.org,https://www.houzz.in/hznb/professionals/interior-designers-and-decorators/dee-and-co-interior-design-studio-pfvwgb-pf~666569988,interior-designers
Oak Interiors & Architects,097460 25710,https://st.hzcdn.com/simgs/93f3623d00e6b23c_0-1344/_.jpg,Near Mall Aslam Mannarkkad Road Perinthalmanna ,Perinthalmanna,Kerala,679322,IN,"Near Mall Aslam Mannarkkad Road Perinthalmanna , Perinthalmanna, Kerala, 679322",,,500009,https://www.facebook.com/oakinterior/,,https://in.linkedin.com/company/oak-interiors-architects,https://www.oakarchitects.in/,https://www.houzz.in/professionals/interior-designers-and-decorators/oak-interiors-and-architects-pfvwin-pf~155239903,interior-designers
Indesignbynatasha,098458 59922,https://st.hzcdn.com/simgs/0d63d516050d7d0e_0-2840/_.jpg,"Oscar Orchard, Near Canra Bank.Sahakaranagar ",Bengaluru,Karnataka,560092,IN,"Oscar Orchard, Near Canra Bank.Sahakaranagar , Bengaluru, Karnataka, 560092",13.0625,77.593,500009,,,,,https://www.houzz.in/hznb/professionals/interior-designers-and-decorators/indesignbynatasha-pfvwus-pf~885772433,interior-designers
SQFT DECOR,070433 13322,https://st.hzcdn.com/simgs/0a83e7ba0dbffab1_0-2409/_.jpg,"T-412, F-BLOCK, SOBO CENTRE ,GALA GYMKHANA ROAD SOUTH BOPAL",AHMEDABAD,Gujarat,380058,IN,"T-412, F-BLOCK, SOBO CENTRE ,GALA GYMKHANA ROAD SOUTH BOPAL, AHMEDABAD, Gujarat, 380058",23.0242,72.4618,500009,https://www.facebook.com/Ids007/,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/sqft-decor-pfvwin-pf~347504893,interior-designers
Olive Roof,084509 59722,https://st.hzcdn.com/simgs/fb238b9d00091b0a_0-8359/_.jpg,"WeWork 5th Floor, B wing Spectrum Tower Mindspace, Malad West",MUMBAI,Maharashtra,400064,IN,"WeWork 5th Floor, B wing Spectrum Tower Mindspace, Malad West, MUMBAI, Maharashtra, 400064",19.1857,72.8392,500009,,,,https://shraddhashah.squarespace.com/,https://www.houzz.in/professionals/interior-designers-and-decorators/olive-roof-pfvwin-pf~792606096,interior-designers
L'atelier design,099945 87512,https://st.hzcdn.com/simgs/ea731f410f4d0456_0-6458/_.jpg,"No 17/A, Tippu Sahib Street, Puducherry ",Puducherry,Tamil Nadu,605001,IN,"No 17/A, Tippu Sahib Street, Puducherry , Puducherry, Tamil Nadu, 605001",11.9331,79.8243,500009,,,https://www.linkedin.com/company/latelierdesign,https://www.instagram.com/latelier_design_/,https://www.houzz.in/professionals/interior-designers-and-decorators/l-atelier-design-pfvwin-pf~849834014,interior-designers
The Dream Studio,070224 26340,https://st.hzcdn.com/simgs/c1c3b3480032a655_0-5930/_.jpg,BTM Layout 2nd Stage ,Bangalore,Karnataka,560076,IN,"BTM Layout 2nd Stage , Bangalore, Karnataka, 560076",12.8856,77.598,500009,https://facebook.com/106922537943278,https://twitter.com/TheDreamStudio3,,www.thedreamstudio.in,https://www.houzz.in/professionals/interior-designers-and-decorators/the-dream-studio-pfvwin-pf~188661278,interior-designers
Interior Sapphires,085778 45555,https://st.hzcdn.com/simgs/8e83939101ae0b0f_0-6052/_.jpg,"D 163 a Vidya Complex Buddha Vihar Commercial Taramandal Rd, Buddh Vihar Part A, Indira Nagar Gorakhpur ",Gorakhpur,Uttar Pradesh,273016,IN,"D 163 a Vidya Complex Buddha Vihar Commercial Taramandal Rd, Buddh Vihar Part A, Indira Nagar Gorakhpur , Gorakhpur, Uttar Pradesh, 273016",26.7262,83.3389,500009,,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/interior-sapphires-pfvwin-pf~918736560,interior-designers
The Lofte Designs,094978 22444,https://st.hzcdn.com/simgs/f22310440783dcd1_0-5088/_.jpg, ,Bangalore,Karnataka,,IN," , Bangalore, Karnataka",12.9719,77.5937,500009,www.facebook.com/theloftedesigns.com,,,www.instagram.com/theloftedesigns,https://www.houzz.in/hznb/professionals/interior-designers-and-decorators/the-lofte-designs-pfvwus-pf~1830894097,interior-designers
Hannah Interior Concepts,090077 99709,https://st.hzcdn.com/simgs/18333d0d07c5d3bb_0-7026/_.jpg, ,Kolkata,West Bengal,,IN," , Kolkata, West Bengal",22.5626,88.363,500009,,,,,https://www.houzz.in/hznb/professionals/interior-designers-and-decorators/hannah-interior-concepts-pfvwus-pf~975181734,interior-designers
The UDH,082911 86749,https://st.hzcdn.com/simgs/4263b9ef004cdea3_0-1859/_.jpg,BANGALORE ,BANGALORE,Karnataka,560004,IN,"BANGALORE , BANGALORE, Karnataka, 560004",,,500009,,,,https://www.theudh.com/,https://www.houzz.in/professionals/interior-designers-and-decorators/the-udh-pfvwin-pf~2118210276,interior-designers
New Leaf Designs,918806464748,https://st.hzcdn.com/simgs/4d83c7ef08cc27f4_0-3144/_.jpg,Koregaon Park ,Pune,Maharashtra,411001,IN,"Koregaon Park , Pune, Maharashtra, 411001",18.5229,73.8853,500009,,,,https://instagram.com/newleafdesigns.ig,https://www.houzz.in/professionals/interior-designers-and-decorators/new-leaf-designs-pfvwin-pf~1134866182,interior-designers
The Clean Lines,072889 52705,https://st.hzcdn.com/simgs/a573161c00bddaa8_0-0753/_.jpg,"159, brindavan colony, saroornagar ",Hyderabad,Telangana,500035,IN,"159, brindavan colony, saroornagar , Hyderabad, Telangana, 500035",,,500009,,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/the-clean-lines-pfvwin-pf~1798450858,interior-designers
Decor Dreams Pune,088800 84084,https://st.hzcdn.com/simgs/53d3f2940a019996_0-4294/_.jpg, ,Pune,Maharashtra,,IN," , Pune, Maharashtra",18.5196,73.8554,500009,,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/decor-dreams-pune-pfvwin-pf~1135270602,interior-designers
Sj interiors,063030 62887,https://st.hzcdn.com/simgs/06135b860d26c60d_0-1702/_.jpg,ravindra nagar ,Visakhapatnam,Andhra Pradesh,530040,IN,"ravindra nagar , Visakhapatnam, Andhra Pradesh, 530040",,,500009,https://www.facebook.com/sj.interiors.526/,,,www.sjinteriorsdnd.com,https://www.houzz.in/professionals/interior-designers-and-decorators/sj-interiors-pfvwin-pf~792147264,interior-designers
SPMA,099206 53124,https://st.hzcdn.com/simgs/a733a66f0059c7d1_0-9549/_.jpg,Prabhadevi Prabhadevi,mumbai,Maharashtra,400025,IN,"Prabhadevi Prabhadevi, mumbai, Maharashtra, 400025",19.0136,72.828,500009,,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/spma-pfvwin-pf~1103183139,interior-designers
KK interior Decor,094544 44190,//www.houzz.com/res/29230478/pic/user_0.png?v=29230478,Varanasi ,Varanasi,Uttar Pradesh,221007,IN,"Varanasi , Varanasi, Uttar Pradesh, 221007",25.3713,83.0104,500009,,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/kk-interior-decor-pfvwin-pf~1136728322,interior-designers
Alankrit Jindal,090272 22309,https://st.hzcdn.com/simgs/b8432b5a0edfac27_0-7575/_.jpg,Rajpur Road ,Dehradun,Uttarakhand,248001,IN,"Rajpur Road , Dehradun, Uttarakhand, 248001",,,500009,,,,,https://www.houzz.in/hznb/professionals/interior-designers-and-decorators/alankrit-jindal-pfvwus-pf~1765459999,interior-designers
De Shell Design Lab,097916 93980,https://st.hzcdn.com/simgs/56332d83021cfbcb_0-7973/_.jpg,"74, A- Flat, Pearl Palace VGP Jungle Nagar Extn",CHENNAI,Tamil Nadu,600042,IN,"74, A- Flat, Pearl Palace VGP Jungle Nagar Extn, CHENNAI, Tamil Nadu, 600042",12.9823,80.2199,500009,,,,https://www.deshelldesignlab.com/,https://www.houzz.in/professionals/interior-designers-and-decorators/de-shell-design-lab-pfvwin-pf~155557635,interior-designers
WellThenSo | Interior & Furniture Design,098232 91556,https://st.hzcdn.com/simgs/2bc3ad6300406b19_0-6310/_.jpg,"Shop No. 5 , Complex C , Sapana Sagar, Behind Copperleaf Hotel, Chogm Road, Porvorim, Penha de França, North Goa, Goa, India Pincode : 403501",Porvorim,Goa,403501,IN,"Shop No. 5 , Complex C , Sapana Sagar, Behind Copperleaf Hotel, Chogm Road, Porvorim, Penha de França, North Goa, Goa, India Pincode : 403501, Porvorim, Goa, 403501",15.5475,73.8267,500009,,,https://www.linkedin.com/company/wellthenso/,https://www.wellthenso.com,https://www.houzz.in/professionals/interior-designers-and-decorators/wellthenso-interior-and-furniture-design-pfvwin-pf~1295944265,interior-designers
Moody Muse,081974 36391,https://st.hzcdn.com/simgs/2e43ee4d04e3234d_0-0752/_.jpg,"1099 BRR, 22nd main, 8th cross road, 1st Sector HSR Layout, ",Bengaluru,Karnataka,560102,IN,"1099 BRR, 22nd main, 8th cross road, 1st Sector HSR Layout, , Bengaluru, Karnataka, 560102",12.9114,77.6443,500009,,,https://www.linkedin.com/company/moody-muse/,www.moodymuse.in,https://www.houzz.in/professionals/interior-designers-and-decorators/moody-muse-pfvwin-pf~885622233,interior-designers
Khushbu Patel Designs,080085 53675,https://st.hzcdn.com/simgs/d9b3187f04378587_0-0187/_.jpg,Divyasree 77 Town centre ,Bengaluru,Karnataka,560037,IN,"Divyasree 77 Town centre , Bengaluru, Karnataka, 560037",12.9642,77.7022,500009,,,,,https://www.houzz.in/hznb/professionals/interior-designers-and-decorators/khushbu-patel-designs-pfvwus-pf~189298302,interior-designers
AVANI   KARIA   STUDIO,091677 18524,https://st.hzcdn.com/simgs/429395120639dd14_0-8233/_.jpg,Raheja Gardens Thane,Mumbai,Maharashtra,400080,IN,"Raheja Gardens Thane, Mumbai, Maharashtra, 400080",19.172,72.9492,500009,,,https://www.linkedin.com/in/avani-karia-a092a715a/recent-activity/all/,https://www.instagram.com/avani_karia_studio/,https://www.houzz.in/professionals/interior-designers-and-decorators/avani-karia-studio-pfvwin-pf~381407944,interior-designers
Shades By Shweta,081696 55280,https://st.hzcdn.com/simgs/ca53348a0831ce02_0-4120/_.jpg,western & southern suburbs ,Mumbai,Maharashtra,,IN,"western & southern suburbs , Mumbai, Maharashtra",19.0728,72.8826,500009,https://www.facebook.com/shadesbyshweta,,,https://www.instagram.com/shadesbyshweta/,https://www.houzz.in/professionals/interior-designers-and-decorators/shades-by-shweta-pfvwin-pf~1350616299,interior-designers
DELECON DESIGN CO.,098925 05538,https://st.hzcdn.com/simgs/d583674504520aa7_0-1382/_.jpg, ,Mumbai,,400614,IN," , Mumbai, 400614",19.0287,73.0422,500009,https://www.facebook.com/DeleconDesignsIndia/,https://twitter.com/delecondesign/,https://in.linkedin.com/company/delecon-design-company,https://www.youtube.com/@amazinginteriorsbydelecon6501/playlists,https://www.houzz.in/professionals/interior-designers-and-decorators/delecon-design-co-pfvwin-pf~1636849507,interior-designers
ACCENT STUDIOS,090583 56115,https://st.hzcdn.com/simgs/a643198c03f64c6a_0-8406/_.jpg,"30 72/1 Rajpur Road , near Pine Hall School . ",Dehradun,Uttarakhand,248001,IN,"30 72/1 Rajpur Road , near Pine Hall School . , Dehradun, Uttarakhand, 248001",30.3243,78.0492,500009,,,,,https://www.houzz.in/hznb/professionals/interior-designers-and-decorators/accent-studios-pfvwus-pf~885652069,interior-designers
NXT Dream Interiors,098481 35247,https://st.hzcdn.com/simgs/59a331fb0bbdd543_0-2156/_.jpg,"NXT Dream Interiors Flat No 403, Everest block, Aditya enclave, Near Ameerpet metro station,Maitrivanam, Ameerpet ",Hyderabad,Telangana,500016,IN,"NXT Dream Interiors Flat No 403, Everest block, Aditya enclave, Near Ameerpet metro station,Maitrivanam, Ameerpet , Hyderabad, Telangana, 500016",17.4441,78.4637,500009,https://www.facebook.com/NXTdREAMiNTERIOR/,https://twitter.com/dream_nxt,https://www.linkedin.com/in/nxt-dream-interiors-1a750a172/,http://www.nxtdreaminteriors.com/,https://www.houzz.in/hznb/professionals/interior-designers-and-decorators/nxt-dream-interiors-pfvwus-pf~28549495,interior-designers
Jannat Vasi Interior Design,098198 44059,https://st.hzcdn.com/simgs/d60377450e16f4e8_0-4276/_.jpg,Bandra (W) ,Mumbai,Maharashtra,400050,IN,"Bandra (W) , Mumbai, Maharashtra, 400050",19.0555,72.8295,500009,,,,http://www.jannatvasi.com/,https://www.houzz.in/professionals/interior-designers-and-decorators/jannat-vasi-interior-design-pfvwin-pf~976858466,interior-designers
Aakar design studio,088104 55124,https://st.hzcdn.com/simgs/a643fbc902b85641_0-2276/_.jpg,"207, sarvodya nagar vijay nagar",Ghaziabad,Uttar Pradesh,201009,IN,"207, sarvodya nagar vijay nagar, Ghaziabad, Uttar Pradesh, 201009",28.6255,77.4404,500009,,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/aakar-design-studio-pfvwin-pf~566707931,interior-designers
Royal Interior,096555 51886,https://st.hzcdn.com/simgs/ac23b76e0acc79ea_0-9994/_.jpg, ,Coimbatore,Tamil Nadu,641009,IN," , Coimbatore, Tamil Nadu, 641009",11.0095,76.9623,500009,https://www.facebook.com/royalinterior360/,,,,https://www.houzz.in/hznb/professionals/interior-designers-and-decorators/royal-interior-pfvwus-pf~1672396442,interior-designers
Studio Septray,080825 12657,https://st.hzcdn.com/simgs/ab33a0e60ddc0e18_0-2617/_.jpg,Sion ,Mumbai,Maharashtra,400022,IN,"Sion , Mumbai, Maharashtra, 400022",19.0435,72.8683,500009,,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/studio-septray-pfvwin-pf~1991844988,interior-designers
Studio Crimson,099221 77779,https://st.hzcdn.com/simgs/6ef3159d0e8ed0ff_0-7920/_.jpg,"Studio Crimson, 218, Shaniwar peth Opposite Omkareshwar temple",Pune,Maharashtra,411030,IN,"Studio Crimson, 218, Shaniwar peth Opposite Omkareshwar temple, Pune, Maharashtra, 411030",18.506,73.843,500009,https://www.facebook.com/studio.crimson20/,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/studio-crimson-pfvwin-pf~691794247,interior-designers
Kriti Kreations Home Interior & Decor,079786 03683,https://st.hzcdn.com/simgs/7e13d8cb025ea13c_0-1131/_.jpg,A-7 (2nd Floor) Mancheswar IE,Bhubaneswar,Orissa,751010,IN,"A-7 (2nd Floor) Mancheswar IE, Bhubaneswar, Orissa, 751010",20.3058,85.8602,500009,,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/kriti-kreations-home-interior-and-decor-pfvwin-pf~155513423,interior-designers
Studio DAT,098994 66735,https://st.hzcdn.com/simgs/1cc3e22f0ace3342_0-6589/_.jpg,Sector 47 ,Noida,Uttar Pradesh,201301,IN,"Sector 47 , Noida, Uttar Pradesh, 201301",28.5823,77.3223,500009,https://www.facebook.com/All-you-need-is-DAT-106772067594296,,,https://www.studiodat.in,https://www.houzz.in/professionals/interior-designers-and-decorators/studio-dat-pfvwin-pf~976135214,interior-designers
Shuchi Bhatt Designs,097425 51313,https://st.hzcdn.com/simgs/b2731f8b049eee56_0-9085/_.jpg,BTM stage II ,Bengaluru,Karnataka,560076,IN,"BTM stage II , Bengaluru, Karnataka, 560076",12.8856,77.598,500009,,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/shuchi-bhatt-designs-pfvwin-pf~1388881010,interior-designers
The Curated Decor,086525 70857,https://st.hzcdn.com/simgs/f383a29600802582_0-0948/_.jpg,Mumbai Mumbai Maharashtra,Mumbai,Maharashtra,400049,IN,"Mumbai Mumbai Maharashtra, Mumbai, Maharashtra, 400049",,,500009,,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/the-curated-decor-pfvwin-pf~1866583100,interior-designers
SMD Studios,097119 70015,https://st.hzcdn.com/simgs/3d7350270b7025d8_0-6704/_.jpg, ,New Delhi,Delhi,110009,IN," , New Delhi, Delhi, 110009",28.7076,77.2037,500009,,,,,https://www.houzz.in/hznb/professionals/interior-designers-and-decorators/smd-studios-pfvwus-pf~721967958,interior-designers
Miggla An Luxury Interiors & Custom Furniture,096435 31515,https://st.hzcdn.com/simgs/1a23477a084c1898_0-7503/_.jpg,"G-02, Best Sky tower Netaji subhsah place",Delhi,Delhi,110034,IN,"G-02, Best Sky tower Netaji subhsah place, Delhi, Delhi, 110034",28.6968,77.1259,500009,https://www.facebook.com/migglaofficial,,https://www.linkedin.com/company/miggla/,https://miggla.com/blog,https://www.houzz.in/professionals/interior-designers-and-decorators/miggla-an-luxury-interiors-and-custom-furniture-pfvwin-pf~601023662,interior-designers
The Interior Maven _ Swati Thakkar,077380 50625,https://st.hzcdn.com/simgs/d293f0e604957023_0-6057/_.jpg,"Zenia Building, Hiranandani Estate ",Thane,Maharashtra,400607,IN,"Zenia Building, Hiranandani Estate , Thane, Maharashtra, 400607",,,500009,,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/the-interior-maven-swati-thakkar-pfvwin-pf~1581823456,interior-designers
PDDesign,9100,https://st.hzcdn.com/simgs/87d39dff0358bc49_0-1250/_.jpg, ,Thane,Maharashtra,400604,IN," , Thane, Maharashtra, 400604",19.1922,72.9527,500009,,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/pddesign-pfvwin-pf~1041031896,interior-designers
